vehicle_id,window_start,window_end,drive_hours,distance_km,insufficient_exposure_flag,harsh_episode_count,short_speeding_episode_count,long_speeding_episode_count,speeding_episode_count,power_violation_episode_count,camera_obstruction_episode_count,fatigue_episode_count,driver_distraction_episode_count,situational_risk_episode_count,crash_count,ubi_proxy_score,vehicle_behaviour_class
337271076,2026-01-01,2026-02-01,3.7622222222222224,73.0,0,520.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,127.0,0,0.6160358565737052,High
337317457,2026-01-01,2026-02-01,5.598055555555556,33.0,0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0,0.5174302788844621,Medium
337591945,2026-01-01,2026-02-01,10.353333333333333,149.0,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0,0.47117529880478093,Medium
338303849,2026-01-01,2026-02-01,20.296666666666667,443.0,0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337.0,0,0.5361155378486057,High
338306241,2026-01-01,2026-02-01,88.83333333333333,824.0,0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,137.0,0.0,0,0.4983466135458167,Medium
339001523,2026-01-01,2026-02-01,24.44611111111111,109.0,0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.4373904382470119,Low
339001982,2026-01-01,2026-02-01,55.65138888888889,325.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.41715139442231075,Low
350179842,2026-01-01,2026-02-01,16.051111111111112,448.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,686.0,0,0.40145418326693233,Low
365321388,2026-01-01,2026-02-01,14.653888888888888,379.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,0,0.40225099601593634,Low
365598486,2026-01-01,2026-02-01,54.659166666666664,785.0,0,137.0,0.0,0.0,0.0,1.0,0.0,11.0,102.0,106.0,36,0.7130278884462152,High
365598883,2026-01-01,2026-02-01,86.77055555555556,1021.0,0,84.0,7.0,8.0,15.0,0.0,0.0,31.0,43.0,13.0,0,0.8032270916334661,High
365598969,2026-01-01,2026-02-01,97.41305555555556,473.0,0,25.0,4.0,5.0,9.0,0.0,0.0,0.0,9.0,15.0,0,0.6805577689243029,High
365599055,2026-01-01,2026-02-01,92.06277777777778,527.0,0,28.0,3.0,2.0,5.0,1.0,0.0,29.0,29.0,87.0,1,0.8062151394422311,High
365606074,2026-01-01,2026-02-01,17.0225,703.0,0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,0,0.5217729083665339,Medium
365670886,2026-01-01,2026-02-01,28.32138888888889,301.0,0,22.0,0.0,1.0,1.0,1.0,0.0,54.0,62.0,796.0,0,0.7726693227091634,High
365675387,2026-01-01,2026-02-01,0.15833333333333333,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.3717729083665339,Insufficient Exposure
366594846,2026-01-01,2026-02-01,113.11055555555555,757.0,0,103.0,2.0,5.0,7.0,12.0,1.0,13.0,27.0,1.0,0,0.8564342629482071,High
366751690,2026-01-01,2026-02-01,27.180833333333332,489.0,0,1.0,0.0,0.0,0.0,1.0,0.0,160.0,125.0,742.0,0,0.6445019920318725,High
366763791,2026-01-01,2026-02-01,63.25194444444445,582.0,0,2.0,1.0,0.0,1.0,1.0,5.0,85.0,35.0,290.0,0,0.7066135458167331,High
370979095,2026-01-01,2026-02-01,9.2675,169.0,0,10.0,0.0,0.0,0.0,1.0,3.0,0.0,10.0,215.0,0,0.5965537848605578,High
370982035,2026-01-01,2026-02-01,10.210277777777778,156.0,0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.4638446215139442,Medium
371660225,2026-01-01,2026-02-01,45.80138888888889,588.0,0,29.0,6.0,5.0,11.0,1.0,0.0,1.0,20.0,163.0,1,0.7939243027888446,High
371661090,2026-01-01,2026-02-01,19.642222222222223,173.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0,0.4517330677290836,Low
373265130,2026-01-01,2026-02-01,20.059444444444445,41.0,0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,3.0,0.0,2,0.5347211155378486,Medium
373272248,2026-01-01,2026-02-01,104.13111111111111,915.0,0,6.0,4.0,2.0,6.0,0.0,2.0,2.0,8.0,5.0,0,0.7230079681274901,High
376677144,2026-01-01,2026-02-01,23.364444444444445,781.0,0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5034462151394423,Medium
377841245,2026-01-01,2026-02-01,52.50805555555556,87.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,35,0.44764940239043827,Low
377841595,2026-01-01,2026-02-01,2.6777777777777776,93.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0,0.3831274900398407,Insufficient Exposure
378317132,2026-01-01,2026-02-01,13.198333333333334,345.0,0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.49986055776892435,Medium
