vehicle_id,window_start,window_end,drive_seconds,night_drive_seconds,distance_km,night_distance_km,harsh_corner_count,harsh_braking_count,harsh_accel_count,speeding_count,power_off_ext_batt_disc_count,cam_covered_count,eye_closed_count,yawn_count,fatigue_count,distraction_count,phone_use_count,smoke_count,Driver_Seatbelt_not_on,headway_monitor_count,lane_departure_count,forward_collision_count,ped_collision_count,crash_count,harsh_episode_count,short_speeding_episode_count,long_speeding_episode_count,speeding_episode_count,power_violation_episode_count,camera_obstruction_episode_count,fatigue_episode_count,driver_distraction_episode_count,situational_risk_episode_count,harsh_total_count,fatigue_total_count,driver_distraction_total_count,situational_risk_total_count,drive_hours,night_ratio
437380121,2026-01-01,2026-02-01,290064.0,42429.0,444.0,0.0,0,0,0,0,1,2,9,10,5,783,29,8,6,126,94,31,25,0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,60.0,198.0,0,24,826,276,80.57333333333334,0.14627461525732252
437381828,2026-01-01,2026-02-01,369802.0,58915.0,354.0,0.0,1,1,0,0,2,1,0,0,5,0,0,0,4,0,0,0,0,0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,0.0,2,5,4,0,102.72277777777778,0.1593149847756367
442548435,2026-01-01,2026-02-01,9032.0,0.0,12.0,0.0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2,0,1,0,2.508888888888889,0.0
443385724,2026-01-01,2026-02-01,49545.0,0.0,102.0,0.0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2,0,3,0,13.7625,0.0
443413751,2026-01-01,2026-02-01,196190.0,5920.0,719.0,0.0,2,3,0,38,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4.0,1.0,8.0,9.0,0.0,0.0,0.0,4.0,0.0,5,0,6,0,54.49722222222222,0.030174830521433306
443657921,2026-01-01,2026-02-01,308076.0,0.0,1049.0,0.0,8,16,1,0,1,0,0,0,2,3,3,0,132,0,0,0,0,0,25.0,0.0,0.0,0.0,1.0,0.0,2.0,132.0,0.0,25,2,138,0,85.57666666666667,0.0
443665553,2026-01-01,2026-02-01,24804.0,488.0,94.0,4.238095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,78,43,11,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0,0,0,137,6.89,0.01967424608934043
443668611,2026-01-01,2026-02-01,50809.0,0.0,301.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,1280,304,127,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,607.0,0,0,3,1738,14.113611111111112,0.0
443717449,2026-01-01,2026-02-01,330811.0,10851.0,1210.0,0.0,5,2,7,19,1,0,0,0,0,1,47,0,81,0,0,0,0,0,14.0,2.0,6.0,8.0,1.0,0.0,0.0,118.0,0.0,14,0,129,0,91.89194444444445,0.03280120673133602
443733464,2026-01-01,2026-02-01,22683.0,0.0,139.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,977,132,63,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0,0,0,1186,6.300833333333333,0.0
443744270,2026-01-01,2026-02-01,218275.0,0.0,574.0,0.0,1,2,1,5,1,1,0,0,9,5,63,0,16,76,53,24,9,1,4.0,5.0,0.0,5.0,1.0,1.0,9.0,72.0,95.0,4,9,84,162,60.63194444444444,0.0
443749850,2026-01-01,2026-02-01,369829.0,63792.0,427.0,0.0,1,9,9,13,4,0,0,0,0,1,1,0,7,0,0,8,0,1,19.0,3.0,3.0,6.0,4.0,0.0,0.0,9.0,8.0,19,0,9,8,102.73027777777777,0.17249052940683396
443842503,2026-01-01,2026-02-01,106613.0,17381.0,68.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,2,0,0,29.614722222222223,0.1630288989147665
452453885,2026-01-01,2026-02-01,6402.0,0.0,48.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,38,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0,0,0,123,1.7783333333333333,0.0
452460611,2026-01-01,2026-02-01,139137.0,0.0,189.0,0.0,2,2,1,0,15,0,0,0,0,0,5,0,34,270,16,22,5,0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,38.0,88.0,5,0,39,313,38.649166666666666,0.0
452477724,2026-01-01,2026-02-01,215255.0,949.0,576.0,0.0,0,5,1,0,0,0,50,6,10,13,47,0,139,554,136,46,8,0,5.0,0.0,0.0,0.0,0.0,0.0,42.0,171.0,271.0,6,66,199,744,59.793055555555554,0.004408724536015423
452787130,2026-01-01,2026-02-01,57159.0,0.0,556.0,0.0,220,2,20,0,0,0,0,0,0,0,0,0,0,92,9,6,0,0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,242,0,0,107,15.8775,0.0
453865293,2026-01-01,2026-02-01,275225.0,11255.0,535.0,0.0,5,29,3,1,1,0,0,0,0,1,10,0,22,0,0,0,0,0,37.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,0.0,37,0,33,0,76.45138888888889,0.04089381415205741
453885405,2026-01-01,2026-02-01,85735.0,0.0,690.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,2,4152,369,310,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1013.0,0,0,4,4866,23.815277777777776,0.0
453948326,2026-01-01,2026-02-01,296616.0,7293.0,734.0,0.0,5,12,0,5,0,0,0,0,0,4,36,1,37,0,0,0,0,0,17.0,5.0,0.0,5.0,0.0,0.0,0.0,65.0,0.0,17,0,78,0,82.39333333333333,0.024587345254470427
454258476,2026-01-01,2026-02-01,9445.0,0.0,32.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2.623611111111111,0.0
454260123,2026-01-01,2026-02-01,251124.0,3567.0,994.0,0.0,11,11,7,24,1,0,0,0,6,0,33,0,132,771,118,61,24,0,27.0,24.0,0.0,24.0,1.0,0.0,6.0,154.0,338.0,29,6,165,974,69.75666666666666,0.014204138194676733
454270937,2026-01-01,2026-02-01,267285.0,1062.0,914.0,0.0,0,3,3,0,3,0,0,0,0,1,17,0,13,0,0,0,0,0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,0.0,6,0,31,0,74.24583333333334,0.003973286940905775
454535057,2026-01-01,2026-02-01,71964.0,0.0,889.0,0.0,168,18,11,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,197,0,3,0,19.99,0.0
456979367,2026-01-01,2026-02-01,74660.0,0.0,1025.0,0.0,120,17,10,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,141.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,147,0,5,0,20.738888888888887,0.0
457001649,2026-01-01,2026-02-01,82.0,0.0,28.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.02277777777777778,0.0
457147010,2026-01-01,2026-02-01,37397.0,0.0,614.0,0.0,158,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166,0,0,0,10.388055555555555,0.0
458181322,2026-01-01,2026-02-01,64248.0,0.0,494.0,0.0,89,14,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,103,0,5,0,17.846666666666668,0.0
458653334,2026-01-01,2026-02-01,34749.0,0.0,515.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,9.6525,0.0
458743772,2026-01-01,2026-02-01,20805.0,0.0,88.0,0.0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,5.779166666666667,0.0
458748209,2026-01-01,2026-02-01,118608.0,0.0,953.0,0.0,100,15,4,0,0,0,0,0,0,2,2,0,6,0,0,1,0,0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,119,0,10,1,32.946666666666665,0.0
458886154,2026-01-01,2026-02-01,87680.0,0.0,1684.0,0.0,500,45,11,0,0,0,0,0,0,4,5,0,14,0,0,1,0,0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,556,0,23,1,24.355555555555554,0.0
458891357,2026-01-01,2026-02-01,116490.0,0.0,1112.0,0.0,317,41,16,0,0,0,0,0,0,1,0,1,7,0,0,1,0,0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,374,0,9,1,32.358333333333334,0.0
459503546,2026-01-01,2026-02-01,63493.0,0.0,600.0,0.0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,12,0,17.636944444444445,0.0
459504879,2026-01-01,2026-02-01,110137.0,466.0,1042.0,0.0,193,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205,0,0,0,30.593611111111112,0.0042310940011077115
459505113,2026-01-01,2026-02-01,24197.0,0.0,51.0,0.0,0,0,0,0,0,0,61,12,10,46,222,0,38,1100,64,139,51,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,70.0,304.0,0,83,306,1354,6.721388888888889,0.0
459505768,2026-01-01,2026-02-01,55212.0,0.0,609.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0,14,0,15.336666666666666,0.0
459506000,2026-01-01,2026-02-01,77588.0,0.0,1004.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,8,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,0,13,0,21.552222222222223,0.0
459506170,2026-01-01,2026-02-01,4105.0,0.0,14.0,0.0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,1.1402777777777777,0.0
459506928,2026-01-01,2026-02-01,154710.0,0.0,1534.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,6,0,42.975,0.0
459618013,2026-01-01,2026-02-01,62088.0,6848.0,813.0,82.0,0,7,2,13,0,10,0,0,0,0,0,0,1,0,0,5,0,0,9.0,2.0,4.0,6.0,0.0,10.0,0.0,1.0,5.0,9,0,1,5,17.246666666666666,0.11029506506893441
460126388,2026-01-01,2026-02-01,97195.0,0.0,971.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,26.99861111111111,0.0
460126455,2026-01-01,2026-02-01,76734.0,0.0,564.0,0.0,146,7,8,0,0,0,0,0,0,4,6,0,10,0,0,0,0,0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,161,0,20,0,21.315,0.0
460126626,2026-01-01,2026-02-01,31233.0,0.0,355.0,0.0,71,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,74,0,1,0,8.675833333333333,0.0
460126729,2026-01-01,2026-02-01,335912.0,2198.0,921.0,0.0,0,2,0,0,0,0,0,0,2,0,86,0,22,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,104.0,0.0,2,2,108,0,93.30888888888889,0.006543380409154778
460126901,2026-01-01,2026-02-01,351843.0,5407.0,1146.0,13.0,44,21,3,5,0,0,0,0,4,6,45,0,225,0,0,0,0,1,68.0,5.0,0.0,5.0,0.0,0.0,4.0,245.0,0.0,68,4,276,0,97.73416666666667,0.015367649775610144
464361907,2026-01-01,2026-02-01,1596.0,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0,0,9,0.44333333333333336,0.0
464367957,2026-01-01,2026-02-01,76071.0,0.0,469.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,2,1445,558,176,39,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,942.0,0,0,5,2218,21.13083333333333,0.0
464368268,2026-01-01,2026-02-01,86207.0,0.0,666.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,5,416,334,143,131,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,680.0,0,0,8,1024,23.94638888888889,0.0
464397351,2026-01-01,2026-02-01,209770.0,0.0,417.0,0.0,0,1,3,0,1,0,0,0,0,1,6,0,23,0,0,0,0,0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,4,0,30,0,58.269444444444446,0.0
464868635,2026-01-01,2026-02-01,352224.0,9994.0,1361.0,0.0,9,25,1,3,3,0,0,0,0,0,28,0,11,0,0,0,0,0,34.0,3.0,0.0,3.0,3.0,0.0,0.0,39.0,0.0,35,0,39,0,97.84,0.02837398927954938
464878170,2026-01-01,2026-02-01,49129.0,0.0,364.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,2192,329,70,24,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,559.0,0,0,2,2615,13.646944444444445,0.0
466915879,2026-01-01,2026-02-01,10897.0,0.0,20.0,0.0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26,0,2,0,3.0269444444444447,0.0
466968443,2026-01-01,2026-02-01,136176.0,0.0,365.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0,0,44,0,37.82666666666667,0.0
467597649,2026-01-01,2026-02-01,72188.0,0.0,610.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,2,1960,507,228,35,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,867.0,0,0,7,2730,20.052222222222223,0.0
507264328,2026-01-01,2026-02-01,33732.0,0.0,287.0,0.0,151,7,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,169,0,1,0,9.37,0.0
507264889,2026-01-01,2026-02-01,39879.0,0.0,215.0,0.0,87,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,87,0,2,0,11.0775,0.0
507271653,2026-01-01,2026-02-01,85890.0,0.0,900.0,0.0,313,12,32,0,0,1,0,0,0,2,3,0,1,0,0,1,0,0,326.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,357,0,6,1,23.858333333333334,0.0
507301777,2026-01-01,2026-02-01,135914.0,0.0,603.0,0.0,9,0,0,2,1,3,30,16,9,73,43,0,46,313,91,61,12,0,9.0,2.0,0.0,2.0,1.0,3.0,44.0,92.0,246.0,9,55,162,477,37.75388888888889,0.0
507302529,2026-01-01,2026-02-01,190793.0,52202.0,316.0,13.0,2,7,0,17,1,1,18,6,2,56,57,0,42,366,53,119,97,1,9.0,0.0,2.0,2.0,1.0,1.0,18.0,92.0,290.0,9,26,155,635,52.99805555555555,0.2736054257755788
507302670,2026-01-01,2026-02-01,21150.0,0.0,165.0,0.0,96,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110,0,1,0,5.875,0.0
507303198,2026-01-01,2026-02-01,152481.0,953.0,215.0,0.0,4,1,0,0,0,10,0,0,2,0,14,0,46,0,0,0,0,0,5.0,0.0,0.0,0.0,0.0,10.0,2.0,59.0,0.0,5,2,60,0,42.35583333333334,0.006249959011286652
507451763,2026-01-01,2026-02-01,396932.0,74155.0,1019.0,0.0,3,0,2,0,0,2,0,0,0,1,11,0,1,0,0,8,0,3,5.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,8.0,5,0,13,8,110.25888888888889,0.1868204125643687
509386574,2026-01-01,2026-02-01,875.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.24305555555555555,0.0
509387327,2026-01-01,2026-02-01,565.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.15694444444444444,0.0
509401137,2026-01-01,2026-02-01,2641.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.7336111111111111,0.0
509500466,2026-01-01,2026-02-01,12441.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3.4558333333333335,0.0
509636001,2026-01-01,2026-02-01,32062.0,0.0,597.0,0.0,167,3,11,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,181,0,3,0,8.90611111111111,0.0
509636042,2026-01-01,2026-02-01,78021.0,0.0,557.0,0.0,226,4,5,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,235,0,5,0,21.6725,0.0
509636074,2026-01-01,2026-02-01,42202.0,0.0,310.0,0.0,87,4,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,96,0,2,0,11.722777777777777,0.0
509636527,2026-01-01,2026-02-01,9795.0,0.0,96.0,0.0,36,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,38,0,2,0,2.720833333333333,0.0
509636557,2026-01-01,2026-02-01,60836.0,0.0,670.0,0.0,256,24,36,0,0,0,0,0,0,1,3,0,3,0,0,1,0,0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,316,0,7,1,16.898888888888887,0.0
509636584,2026-01-01,2026-02-01,32030.0,0.0,284.0,0.0,157,5,2,0,0,0,0,0,0,0,0,0,0,460,95,72,11,0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,164,0,0,638,8.897222222222222,0.0
509636615,2026-01-01,2026-02-01,39952.0,0.0,467.0,0.0,68,2,7,0,0,0,0,0,0,0,0,0,0,507,35,33,10,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,77,0,0,585,11.097777777777777,0.0
509636684,2026-01-01,2026-02-01,36335.0,2044.0,388.0,31.0,78,2,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,83,0,3,0,10.093055555555555,0.0562543002614559
509636707,2026-01-01,2026-02-01,44101.0,0.0,438.0,0.0,110,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115,0,1,0,12.250277777777777,0.0
509637163,2026-01-01,2026-02-01,19263.0,0.0,105.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,222,26,58,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183.0,0,0,2,333,5.350833333333333,0.0
509637211,2026-01-01,2026-02-01,4762.0,0.0,80.0,0.0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,0,1.3227777777777778,0.0
509637286,2026-01-01,2026-02-01,49212.0,37.0,438.0,0.0,50,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,50,0,3,0,13.67,0.0007518491424855727
509637397,2026-01-01,2026-02-01,24543.0,0.0,190.0,0.0,105,7,10,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,122,0,2,2,6.8175,0.0
509637506,2026-01-01,2026-02-01,97823.0,0.0,1395.0,0.0,173,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,180,0,1,0,27.173055555555557,0.0
509637523,2026-01-01,2026-02-01,34703.0,40.0,460.0,0.0,111,1,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,119,0,2,0,9.639722222222222,0.0011526381004524104
509637553,2026-01-01,2026-02-01,78765.0,0.0,1419.0,0.0,66,5,2,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,73,0,8,0,21.879166666666666,0.0
509637621,2026-01-01,2026-02-01,64449.0,0.0,921.0,0.0,303,10,11,0,0,0,0,0,0,1,4,0,8,0,0,0,0,0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,324,0,13,0,17.9025,0.0
509637652,2026-01-01,2026-02-01,95998.0,0.0,1539.0,0.0,79,19,3,0,0,0,0,0,0,6,9,0,1,0,0,0,0,0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,101,0,16,0,26.66611111111111,0.0
509637688,2026-01-01,2026-02-01,93709.0,0.0,1289.0,0.0,73,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,74,0,3,1,26.030277777777776,0.0
509637738,2026-01-01,2026-02-01,63396.0,0.0,786.0,0.0,93,1,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,94,0,7,0,17.61,0.0
509637769,2026-01-01,2026-02-01,76819.0,0.0,391.0,0.0,0,0,0,0,0,0,0,0,0,0,3,0,0,1785,278,291,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,833.0,0,0,3,2426,21.33861111111111,0.0
509637807,2026-01-01,2026-02-01,604.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.16777777777777778,0.0
509637851,2026-01-01,2026-02-01,143728.0,0.0,1771.0,0.0,92,6,0,0,0,0,0,0,0,6,6,0,8,0,0,0,0,0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,98,0,20,0,39.92444444444445,0.0
509637879,2026-01-01,2026-02-01,1110.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.30833333333333335,0.0
509637899,2026-01-01,2026-02-01,53253.0,0.0,398.0,0.0,93,6,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,99,0,6,0,14.7925,0.0
509637926,2026-01-01,2026-02-01,114047.0,0.0,1312.0,0.0,217,16,8,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,241,0,14,0,31.67972222222222,0.0
509637948,2026-01-01,2026-02-01,146760.0,0.0,1916.0,0.0,138,1,2,0,0,0,0,0,0,1,1,0,5,0,0,1,0,0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,141,0,7,1,40.766666666666666,0.0
511461222,2026-01-01,2026-02-01,63842.0,0.0,457.0,0.0,53,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,55,0,3,0,17.733888888888888,0.0
511465936,2026-01-01,2026-02-01,95166.0,0.0,762.0,0.0,210,11,17,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,238,0,5,0,26.435,0.0
511466682,2026-01-01,2026-02-01,92453.0,0.0,742.0,0.0,114,8,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,122,0,6,0,25.68138888888889,0.0
511467063,2026-01-01,2026-02-01,552.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.15333333333333332,0.0
511467316,2026-01-01,2026-02-01,52701.0,0.0,355.0,0.0,129,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145,0,0,0,14.639166666666666,0.0
511468560,2026-01-01,2026-02-01,128185.0,0.0,1660.0,0.0,334,20,6,0,0,0,0,0,0,9,11,0,9,0,0,0,0,0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,360,0,29,0,35.606944444444444,0.0
511471809,2026-01-01,2026-02-01,112151.0,0.0,715.0,0.0,192,40,12,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,244,0,20,0,31.153055555555557,0.0
511472023,2026-01-01,2026-02-01,38488.0,0.0,103.0,0.0,34,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,35,0,4,0,10.69111111111111,0.0
511472466,2026-01-01,2026-02-01,63573.0,0.0,827.0,0.0,47,16,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,63,0,2,0,17.659166666666668,0.0
511473273,2026-01-01,2026-02-01,13.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.003611111111111111,0.0
511506093,2026-01-01,2026-02-01,112580.0,0.0,1372.0,0.0,214,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,0,0,0,31.272222222222222,0.0
511506200,2026-01-01,2026-02-01,12001.0,0.0,88.0,0.0,49,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53,0,2,0,3.3336111111111113,0.0
