vehicle_id,window_start,window_end,drive_hours,distance_km,insufficient_exposure_flag,harsh_episode_count,short_speeding_episode_count,long_speeding_episode_count,speeding_episode_count,power_violation_episode_count,camera_obstruction_episode_count,fatigue_episode_count,driver_distraction_episode_count,situational_risk_episode_count,crash_count,ubi_proxy_score,vehicle_behaviour_class,covered_ratio,total_clips,covered_clips
435028160,2026-01-01,2026-02-01,62.639722222222225,138.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,33.0,0.0,2,0.49262948207171314,Medium,0.0,18.0,0.0
435288506,2026-01-01,2026-02-01,5.618611111111111,205.0,0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,2.0,0.0,0,0.4624501992031873,Medium,0.0,9.0,0.0
436759512,2026-01-01,2026-02-01,62.65833333333333,417.0,0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0,0.4727490039840638,Medium,0.0,15.0,0.0
437380121,2026-01-01,2026-02-01,80.57333333333334,444.0,0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,60.0,198.0,0,0.6032270916334662,High,0.015,68.0,1.0
437381828,2026-01-01,2026-02-01,102.72277777777778,354.0,0,2.0,0.0,0.0,0.0,2.0,1.0,5.0,4.0,0.0,0,0.543207171314741,Medium,0.0,12.0,0.0
442548435,2026-01-01,2026-02-01,2.508888888888889,12.0,1,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0.42549800796812753,Insufficient Exposure,0.0,2.0,0.0
443385724,2026-01-01,2026-02-01,13.7625,102.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,0.413605577689243,Low,0.0,4.0,0.0
443413751,2026-01-01,2026-02-01,54.49722222222222,719.0,0,4.0,1.0,8.0,9.0,0.0,0.0,0.0,4.0,0.0,0,0.5695019920318726,High,0.0,8.0,0.0
443657921,2026-01-01,2026-02-01,85.57666666666667,1049.0,0,25.0,0.0,0.0,0.0,1.0,0.0,2.0,132.0,0.0,0,0.617370517928287,High,0.0,23.0,0.0
443665553,2026-01-01,2026-02-01,6.89,94.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0,0.35950199203187255,Low,0.0,,0.0
443668611,2026-01-01,2026-02-01,14.113611111111112,301.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,607.0,0,0.4106175298804781,Low,0.0,12.0,0.0
443717449,2026-01-01,2026-02-01,91.89194444444445,1210.0,0,14.0,2.0,6.0,8.0,1.0,0.0,0.0,118.0,0.0,0,0.7072908366533865,High,0.0,63.0,0.0
443733464,2026-01-01,2026-02-01,6.300833333333333,139.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0,0.3678685258964144,Low,0.0,6.0,0.0
443744270,2026-01-01,2026-02-01,60.63194444444444,574.0,0,4.0,5.0,0.0,5.0,1.0,1.0,9.0,72.0,95.0,1,0.7161752988047808,High,0.0,81.0,0.0
443749850,2026-01-01,2026-02-01,102.73027777777777,427.0,0,19.0,3.0,3.0,6.0,4.0,0.0,0.0,9.0,8.0,1,0.7180478087649402,High,0.0,16.0,0.0
443842503,2026-01-01,2026-02-01,29.614722222222223,68.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.3712948207171315,Low,0.0,,0.0
452453885,2026-01-01,2026-02-01,1.7783333333333333,48.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0,0.36229083665338646,Insufficient Exposure,0.0,3.0,0.0
452460611,2026-01-01,2026-02-01,38.649166666666666,189.0,0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,38.0,88.0,0,0.5753784860557769,High,0.0,5.0,0.0
452477724,2026-01-01,2026-02-01,59.793055555555554,576.0,0,5.0,0.0,0.0,0.0,0.0,0.0,42.0,171.0,271.0,0,0.6115139442231076,High,0.0,65.0,0.0
452787130,2026-01-01,2026-02-01,15.8775,556.0,0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0,0.5124900398406375,Medium,0.0,,0.0
453865293,2026-01-01,2026-02-01,76.45138888888889,535.0,0,37.0,1.0,0.0,1.0,1.0,0.0,0.0,32.0,0.0,0,0.6053386454183268,High,0.0,20.0,0.0
453885405,2026-01-01,2026-02-01,23.815277777777776,690.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1013.0,0,0.41978087649402396,Low,0.0,10.0,0.0
453948326,2026-01-01,2026-02-01,82.39333333333333,734.0,0,17.0,5.0,0.0,5.0,0.0,0.0,0.0,65.0,0.0,0,0.5686852589641435,High,0.0,52.0,0.0
454258476,2026-01-01,2026-02-01,2.623611111111111,32.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.35830677290836654,Insufficient Exposure,0.0,,0.0
454260123,2026-01-01,2026-02-01,69.75666666666666,994.0,0,27.0,24.0,0.0,24.0,1.0,0.0,6.0,154.0,338.0,0,0.7521513944223108,High,0.0,49.0,0.0
454270937,2026-01-01,2026-02-01,74.24583333333334,914.0,0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,0.0,0,0.5287051792828686,Medium,0.0,30.0,0.0
454535057,2026-01-01,2026-02-01,19.99,889.0,0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.4974701195219124,Medium,0.0,11.0,0.0
456979367,2026-01-01,2026-02-01,20.738888888888887,1025.0,0,141.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0,0.5284262948207172,Medium,0.083,12.0,1.0
457001649,2026-01-01,2026-02-01,0.02277777777777778,28.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.31727091633466137,Insufficient Exposure,0.0,,0.0
457147010,2026-01-01,2026-02-01,10.388055555555555,614.0,0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.45711155378486057,Low,0.0,,0.0
458181322,2026-01-01,2026-02-01,17.846666666666668,494.0,0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.48958167330677294,Medium,0.0,12.0,0.0
458653334,2026-01-01,2026-02-01,9.6525,515.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.31727091633466137,Low,0.0,,0.0
458743772,2026-01-01,2026-02-01,5.779166666666667,88.0,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.38978087649402393,Low,0.0,,0.0
458748209,2026-01-01,2026-02-01,32.946666666666665,953.0,0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0,0.5415139442231076,Medium,0.0,12.0,0.0
458886154,2026-01-01,2026-02-01,24.355555555555554,1684.0,0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0,0.5984063745019921,High,0.0,19.0,0.0
458891357,2026-01-01,2026-02-01,32.358333333333334,1112.0,0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0,0.5781673306772909,High,0.0,16.0,0.0
459503546,2026-01-01,2026-02-01,17.636944444444445,600.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.37838645418326694,Low,0.0,14.0,0.0
459504879,2026-01-01,2026-02-01,30.593611111111112,1042.0,0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.46826693227091637,Medium,0.0,,0.0
459505113,2026-01-01,2026-02-01,6.721388888888889,51.0,0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,70.0,304.0,0,0.5461354581673307,Medium,0.0,55.0,0.0
459505768,2026-01-01,2026-02-01,15.336666666666666,609.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0,0.39003984063745023,Low,0.0,16.0,0.0
459506000,2026-01-01,2026-02-01,21.552222222222223,1004.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0,0.3848605577689243,Low,0.0,18.0,0.0
459506170,2026-01-01,2026-02-01,1.1402777777777777,14.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.38699203187250997,Insufficient Exposure,0.0,,0.0
459506928,2026-01-01,2026-02-01,42.975,1534.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0.37838645418326694,Low,0.0,18.0,0.0
459618013,2026-01-01,2026-02-01,17.246666666666666,813.0,0,9.0,2.0,4.0,6.0,0.0,10.0,0.0,1.0,5.0,0,0.6250796812749004,High,0.913,23.0,21.0
460126388,2026-01-01,2026-02-01,26.99861111111111,971.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.31727091633466137,Low,0.0,,0.0
460126455,2026-01-01,2026-02-01,21.315,564.0,0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0,0.5370916334661355,Medium,0.0,14.0,0.0
460126626,2026-01-01,2026-02-01,8.675833333333333,355.0,0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.44980079681274904,Low,0.0,1.0,0.0
460126729,2026-01-01,2026-02-01,93.30888888888889,921.0,0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,104.0,0.0,0,0.519800796812749,Medium,0.0,111.0,0.0
460126901,2026-01-01,2026-02-01,97.73416666666667,1146.0,0,68.0,5.0,0.0,5.0,0.0,0.0,4.0,245.0,0.0,1,0.661593625498008,High,0.0,53.0,0.0
